LogQ(1),age(2),Tot[O]+12(3),gas[O]+12(4),Tot[Fe](5),gas[Fe](6),LogP/k(7),[NII]/Ha(8),[NII]+/Ha(9),[SII]+/Ha(10),[NII]/[OII]+(11),[NII]+/[OII]+(12),[NII]/[SII]+(13),[NII]+/[SII]+(14),[OII]+/Hb(15),[OIII]/Hb(16),[OIII]+/Hb(17),[OIII]/[OII]+(18),[OIII]+/[OII]+(19),[OIII]/[SII]+(20),[OIII]+/[SII]+(21),4363/[OIII](22),4363/[OIII]+(23),[OI]/[OII]+(24),[OII]+/[SII]+(25),R23(26),S23(27),6716/6731(28),3729/3726(29),Hbeta_abs(30),HBeta(31),Rout(32),Rmax(33),Remp(34),[NII]+/Hb(35),Ha/Hb(36)
 9.5000,  1.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6397, -0.5126, -1.3539, -0.3372, -0.2101,  0.7142,  0.8412,  0.1738, -0.2448, -0.1158, -0.4186, -0.2896,  0.6328,  0.7618,    -inf,    -inf, -2.2500,  1.0514,  0.3537,  0.2647, -0.0478, -0.0725, 276522326346029321945088.0000, 20098400000000000077056302548695121920.0000, 89926666666666672.0000, 33890000000000000000.0000, 6912000000000000000.0000, -0.0363,  0.4763
 9.5000,  3.2000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.6565, -1.5295, -1.8734, -0.8893, -0.7622,  0.2169,  0.3439, -0.3111,  0.4294,  0.5585,  0.7405,  0.8696,  1.8467,  1.9757, -1.6074, -1.7364, -1.8720,  1.1062,  0.6135, -0.4786,  0.1435,  0.1470, 589139450286159941337088.0000, 50469300000000004601307568790868852736.0000, 94990000000000000.0000, 36090000000000000000.0000, 7593000000000000000.0000, -1.0733,  0.4561
 9.5000,  3.2000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.2179, -1.0908, -1.4894, -0.8292, -0.7021,  0.2716,  0.3986,  0.0643,  0.7365,  0.8655,  0.6722,  0.8012,  1.7729,  1.9020, -1.8954, -2.0245, -1.8753,  1.1008,  0.9293, -0.0437,  0.1398,  0.1410, 508666210017948022603776.0000, 36815500000000002204200177842314543104.0000, 89780000000000000.0000, 33830000000000000000.0000, 6896000000000000000.0000, -0.6378,  0.4530
 9.5000,  3.2000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -1.0883, -0.9612, -1.3929, -0.7347, -0.6077,  0.3047,  0.4317,  0.1043,  0.6979,  0.8270,  0.5936,  0.7227,  1.6330,  1.7621, -2.2051, -2.3341, -1.8502,  1.0394,  0.9023,  0.0723,  0.1295,  0.1270, 444812959390886344523776.0000, 26936999999999999724351450604541837312.0000, 84596666666666672.0000, 31610000000000000000.0000, 6231000000000000000.0000, -0.5034,  0.4579
 9.5000,  3.2000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.9194, -0.7923, -1.3631, -0.4545, -0.3274,  0.4437,  0.5708,  0.0052,  0.3269,  0.4560,  0.3217,  0.4508,  1.2199,  1.3490, -2.8652, -2.9942, -2.0394,  0.8982,  0.5876,  0.1295,  0.0447,  0.0301, 352356071552127674089472.0000, 15964399999999999606836630370331394048.0000, 76800000000000000.0000, 28330000000000000000.0000, 5290000000000000000.0000, -0.3222,  0.4701
 9.5000,  3.2000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.7238, -0.5967, -1.2607, -0.1184,  0.0087,  0.5369,  0.6640, -0.1276, -0.0948,  0.0343,  0.0328,  0.1618,  0.6881,  0.8171,    -inf,    -inf, -1.9221,  0.6553,  0.2619,  0.1870, -0.1541, -0.1934, 297819191559453235216384.0000, 9995050000000000467508571506244321280.0000, 69496666666666664.0000, 25320000000000000000.0000, 4471000000000000000.0000, -0.1189,  0.4778
 9.5000, 10.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.6017, -1.4746, -1.7794, -0.8759, -0.7489,  0.1777,  0.3048, -0.2670,  0.3963,  0.5253,  0.6634,  0.7924,  1.7170,  1.8460, -1.6198, -1.7488, -1.7844,  1.0537,  0.5903, -0.4760,  0.1437,  0.1468, 532854484672637791371264.0000, 19053299999999999232178073815891312640.0000, 70993333333333336.0000, 25930000000000000000.0000, 4632000000000000000.0000, -1.0159,  0.4587
 9.5000, 10.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -1.1095, -0.9824, -1.3579, -0.8250, -0.6979,  0.2485,  0.3755,  0.1693,  0.7156,  0.8447,  0.5464,  0.6754,  1.6198,  1.7488, -1.8915, -2.0205, -1.8257,  1.0734,  0.9279, -0.0120,  0.1386,  0.1395, 462291613813150073225216.0000, 10847700000000000250153856111766142976.0000, 61683333333333336.0000, 22170000000000000000.0000, 3665000000000000000.0000, -0.5286,  0.4538
 9.5000, 10.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.9731, -0.8461, -1.1414, -0.7602, -0.6331,  0.1683,  0.2954,  0.2438,  0.8556,  0.9846,  0.6118,  0.7409,  1.5403,  1.6693, -2.0567, -2.1857, -1.5894,  0.9285,  1.0571,  0.1503,  0.1282,  0.1266, 419440583584904017608704.0000, 7173520000000000509645591206644678656.0000, 55503333333333336.0000, 19730000000000000000.0000, 3079000000000000000.0000, -0.3893,  0.4567
 9.5000, 10.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.7917, -0.6646, -0.9720, -0.6267, -0.4996,  0.1803,  0.3074,  0.2972,  0.8760,  1.0050,  0.5787,  0.7078,  1.3857,  1.5147, -2.3912, -2.5202, -1.4587,  0.8070,  1.0827,  0.3224,  0.0625,  0.0497, 357576391198973599154176.0000, 5137059999999999882160053975592730624.0000, 52373333333333336.0000, 18510000000000000000.0000, 2798000000000000000.0000, -0.2024,  0.4623
 9.5000, 10.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.6227, -0.4956, -0.8400, -0.4545, -0.3275,  0.2174,  0.3445,  0.2993,  0.8498,  0.9788,  0.5505,  0.6795,  1.2224,  1.3514, -2.6651, -2.7942, -1.3302,  0.6719,  1.0613,  0.4647, -0.0720, -0.1042, 317758069918463460114432.0000, 3836449999999999957712783223084285952.0000, 49420000000000000.0000, 17370000000000000000.0000, 2544000000000000000.0000, -0.0282,  0.4674
 9.5000, 32.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.4691, -1.3420, -1.6249, -0.8515, -0.7244,  0.1558,  0.2829, -0.1512,  0.3228,  0.4518,  0.4740,  0.6030,  1.4812,  1.6103, -1.6251, -1.7541, -1.6482,  1.0073,  0.5486, -0.4597,  0.1440,  0.1465, 468141018295710569725952.0000, 3116419999999999807942179657944662016.0000, 40530000000000000.0000, 14000000000000000000.0000, 1841000000000000000.0000, -0.8756,  0.4665
 9.5000, 32.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.9538, -0.8267, -1.2100, -0.8271, -0.7000,  0.2562,  0.3833,  0.3279,  0.6901,  0.8191,  0.3622,  0.4912,  1.4455,  1.5745, -1.8629, -1.9919, -1.8101,  1.0833,  0.9406,  0.0359,  0.1360,  0.1365, 424649453384939249598464.0000, 2520670000000000016906841190337347584.0000, 38996666666666664.0000, 13430000000000000000.0000, 1731000000000000000.0000, -0.3722,  0.4545
 9.5000, 32.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.8381, -0.7111, -1.0729, -0.7606, -0.6335,  0.2348,  0.3619,  0.3786,  0.8060,  0.9350,  0.4274,  0.5564,  1.4228,  1.5518, -2.0663, -2.1953, -1.6813,  0.9954,  1.0414,  0.1995,  0.1181,  0.1144, 400619463517022999019520.0000, 2419800000000000046659900705125433344.0000, 39243333333333336.0000, 13520000000000000000.0000, 1747000000000000000.0000, -0.2550,  0.4561
 9.5000, 32.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.6825, -0.5554, -0.9695, -0.6211, -0.4940,  0.2870,  0.4141,  0.4002,  0.8055,  0.9345,  0.4053,  0.5343,  1.3134,  1.4424, -2.4382, -2.5672, -1.6125,  0.9081,  1.0459,  0.3815,  0.0143, -0.0071, 356370405106659891347456.0000, 2175790000000000136073260148690255872.0000, 39376666666666664.0000, 13570000000000000000.0000, 1757000000000000000.0000, -0.0938,  0.4616
 9.5000, 32.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.5574, -0.4303, -0.9333, -0.4006, -0.2736,  0.3759,  0.5029,  0.3109,  0.6924,  0.8214,  0.3814,  0.5105,  1.1579,  1.2870, -2.7909, -2.9199, -1.4920,  0.7765,  0.9382,  0.4856, -0.1406, -0.1827, 321188525216310740647936.0000, 2016280000000000073602004397135495168.0000, 39753333333333336.0000, 13710000000000000000.0000, 1784000000000000000.0000,  0.0374,  0.4677
 9.5000, 100.0000,  7.5700,  7.4600,  6.2100,  4.7100,  6.0000, -1.2773, -1.1502, -1.5785, -0.8570, -0.7299,  0.3012,  0.4283,  0.0391,  0.1790,  0.3080,  0.1399,  0.2689,  1.2981,  1.4272, -1.6565, -1.7856, -1.9515,  1.1582,  0.4951, -0.4331,  0.1430,  0.1461, 432062809171621465554944.0000, 1203079999999999968211015260503539712.0000, 30323333333333332.0000, 10250000000000000000.0000, 1153000000000000000.0000, -0.6909,  0.4593
 9.5000, 100.0000,  8.1700,  8.0600,  6.8100,  5.3100,  6.0000, -0.7991, -0.6721, -1.1985, -0.7936, -0.6666,  0.3993,  0.5264,  0.4483,  0.5466,  0.6756,  0.0983,  0.2273,  1.2913,  1.4203, -1.9021, -2.0311, -2.0422,  1.1930,  0.8777,  0.0355,  0.1359,  0.1370, 413494734082069640511488.0000, 1501939999999999880452966292620574720.0000, 33100000000000000.0000, 11260000000000000000.0000, 1330000000000000000.0000, -0.2183,  0.4538
 9.5000, 100.0000,  8.4700,  8.3600,  7.1100,  5.6100,  6.0000, -0.6759, -0.5488, -1.0548, -0.6655, -0.5384,  0.3789,  0.5060,  0.4467,  0.5733,  0.7024,  0.1266,  0.2556,  1.1710,  1.3000, -2.1788, -2.3078, -1.9276,  1.0444,  0.8941,  0.1705,  0.1156,  0.1118, 390678524374176596230144.0000, 1058929999999999990496687558922076160.0000, 30043333333333332.0000, 10150000000000000000.0000, 1137000000000000000.0000, -0.0917,  0.4571
 9.5000, 100.0000,  8.8700,  8.7600,  7.5100,  6.0100,  6.0000, -0.5806, -0.4535, -1.0331, -0.4648, -0.3377,  0.4525,  0.5796,  0.3492,  0.4866,  0.6156,  0.1374,  0.2665,  1.0547,  1.1838, -2.6397, -2.7688, -1.8443,  0.9173,  0.8036,  0.3009,  0.0031, -0.0169, 354042906340537384566784.0000, 1125480000000000064206929102614036480.0000, 31673333333333332.0000, 10740000000000000000.0000, 1238000000000000000.0000,  0.0114,  0.4649
 9.5000, 100.0000,  9.1700,  9.0600,  7.8100,  6.3100,  6.0000, -0.4635, -0.3364, -1.0488, -0.1886, -0.0615,  0.5853,  0.7124,  0.1946,  0.4064,  0.5354,  0.2119,  0.3409,  0.9857,  1.1148, -2.9536, -3.0826, -1.6463,  0.7739,  0.6987,  0.4199, -0.2197, -0.2638, 314994684449598906302464.0000, 936708999999999951231708949230125056.0000, 30983333333333332.0000, 10490000000000000000.0000, 1195000000000000000.0000,  0.1331,  0.4695
