#Field    ID    z    logM    logSFR   beta_obs   beta_obs_err   beta_SED    foiii    eoiii    EW_oiii_obs    fhb    ehb    fhanii    ehanii    EW_hanii_obs    fsii    esii    foii    eoii    fsiii_9069    esiii_9069    fsiii_9532    esiii_9532    AGN_flag    grism_flag
Par9   157   1.48250    9.17    1.07   -99.00   -99.00   -99.00     5.11000e-17  2.14960e-17      97.6000  2.68000e-17  1.86676e-17  6.51000e-17  1.64049e-17      218.000  5.06000e-18  2.09304e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par9   296   2.21470    9.21    1.10   -99.00   -99.00   -99.00     8.45000e-17  1.88090e-17      759.000  3.24000e-17  1.41421e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.79000e-17  1.90919e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   20   0.57070    9.25    0.81   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.01000e-16  2.03647e-17      224.000  1.05000e-16  1.62635e-17     -1.00000     -1.00000  4.42000e-17  7.19835e-18  1.10000e-16  1.78191e-17       0      3.00000
Par10   22   0.96380    9.40    1.42   -99.00   -99.00   -99.00     4.52000e-16  2.85671e-17      114.000  1.31000e-16  2.53144e-17  7.50000e-16  3.25269e-17      418.000  1.52000e-16  2.54558e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   41   0.80680    9.18    0.84   -99.00   -99.00   -99.00     1.41500e-16  3.28897e-17      72.0500  2.85000e-17  3.23149e-17  1.36500e-16  3.08183e-17      123.500  4.82000e-17  2.69431e-17     -1.00000     -1.00000  4.36000e-18  1.90924e-17     -1.00000     -1.00000       0      3.00000
Par10   42   1.56520    9.62    1.50   -99.00   -99.00   -99.00     1.64000e-16  3.29512e-17      213.000  2.39000e-17  2.88500e-17  2.09000e-16  5.95384e-17      367.000     -1.00000     -1.00000  6.97000e-17  2.43245e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   43   0.86090    9.09    0.82   -99.00   -99.00   -99.00     2.15000e-16  3.33754e-17      170.000  4.95000e-17  2.88500e-17  1.12000e-16  2.95571e-17      147.000  2.83000e-17  2.68701e-17     -1.00000     -1.00000      0.00000  4.94263e-17     -1.00000     -1.00000       0      3.00000
Par10   44   1.11680    9.58    1.29   -99.00   -99.00   -99.00     7.15000e-17  2.30517e-17      87.1000  1.99000e-17  2.03647e-17  1.19000e-16  2.95571e-17      247.000  4.86000e-17  2.63044e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   45   1.41315    9.52    1.19   -99.00   -99.00   -99.00     2.35000e-16  4.16515e-17      201.000  4.51000e-17  3.81880e-17  1.67000e-16  2.96279e-17      137.000  1.96000e-17  2.79517e-17  7.89500e-17  3.35195e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   60   1.38710    9.36    1.13   -99.00   -99.00   -99.00     1.59000e-16  4.94975e-17      463.000      0.00000  4.06927e-17  1.15000e-16  3.63453e-17      240.000  9.67000e-18  2.94156e-17  1.44000e-17  4.10122e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   84   2.02800    9.24    1.12   -99.00   -99.00   -99.00     1.85500e-16  3.41621e-17      457.000  1.01500e-17  2.73007e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  9.32500e-17  2.96142e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   94   1.40050    9.16    0.54   -99.00   -99.00   -99.00     9.25000e-17  2.82843e-17      155.000  1.95000e-17  2.74357e-17  7.88000e-17  1.56978e-17      957.000  1.26000e-17  1.61220e-17  3.76000e-17  2.50316e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   104   1.40900    8.52    0.56   -99.00   -99.00   -99.00     1.44000e-16  2.67286e-17      215.000  5.77000e-17  2.50316e-17  9.12000e-17  1.72534e-17      459.000  5.65000e-18  1.48492e-17  4.41000e-17  2.24860e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par10   282   0.80280    8.10   -0.43   -99.00   -99.00   -99.00     8.48000e-17  2.77186e-17      196.000     -1.00000     -1.00000  4.76500e-17  1.98910e-17      99.5000      0.00000  1.58836e-17     -1.00000     -1.00000      0.00000  1.04611e-17     -1.00000     -1.00000       0      3.00000
Par11   6   0.44510   10.48    1.19   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.01500e-15  8.13173e-17      48.1000  3.70000e-16  8.10346e-17     -1.00000     -1.00000      0.00000  1.06051e-16      0.00000  9.59734e-17       0      3.00000
Par11   11   0.31570    9.85    0.73   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.41000e-16  9.67322e-17      52.2000  1.78000e-16  6.84479e-17     -1.00000     -1.00000  4.71000e-17  2.33345e-17  1.17000e-16  5.78413e-17       0      3.00000
Par11   13   0.87255   10.62    2.54   -99.00   -99.00   -99.00     3.92000e-16  5.40370e-17      48.5000  3.48500e-17  5.36604e-17  6.27000e-16  3.47000e-17      98.6000  1.33500e-16  5.08139e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par11   17   0.93390   10.46    1.98   -99.00   -99.00   -99.00     1.24000e-16  5.45886e-17      20.8000      0.00000  7.18980e-17  8.01000e-16  7.63675e-17      196.000  1.58000e-16  6.34982e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par11   85   0.54470    8.70    0.07   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.44000e-16  2.23446e-17      223.000  4.92000e-17  2.12132e-17     -1.00000     -1.00000  4.92000e-18  8.61256e-18  1.22000e-17  2.13546e-17       0      3.00000
Par12   10   0.97700   10.80    2.42   -99.00   -99.00   -99.00     1.71000e-17  3.45068e-17      2.86000      0.00000  4.01882e-17  4.97000e-16  5.04874e-17      103.000  1.35000e-16  4.17193e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   19   0.75800   10.41    1.45   -99.00   -99.00   -99.00         0.00000  1.91615e-17      0.00000  1.32000e-17  3.15370e-17  3.56000e-16  3.57796e-17      137.000  6.90000e-17  2.48902e-17     -1.00000     -1.00000  2.76000e-17  8.81055e-18  6.84000e-17  2.17789e-17       0      3.00000
Par12   22   0.56890    9.28    0.73   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.31000e-16  1.85262e-17      99.3000  4.23000e-17  1.55563e-17     -1.00000     -1.00000  2.88000e-17  6.81651e-18  7.15000e-17  1.68291e-17       0      3.00000
Par12   25   0.64260    9.18    0.89   -99.00   -99.00   -99.00     3.35000e-16  8.47114e-17      145.000  1.10000e-16  1.02955e-16  2.10000e-16  1.83848e-17      87.3000  1.86000e-17  1.82434e-17     -1.00000     -1.00000  1.38000e-17  7.76403e-18  3.42000e-17  1.92333e-17       0      3.00000
Par12   32   1.11715    9.74    1.49   -99.00   -99.00   -99.00     5.13000e-17  2.30556e-17      20.3000  6.27500e-17  2.14311e-17  2.07500e-16  3.14841e-17      187.000  9.63500e-17  2.70296e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   83   2.30540    9.81    1.64   -99.00   -99.00   -99.00     1.08000e-16  2.22032e-17      479.000  1.82000e-17  1.34067e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  6.05000e-17  1.86676e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   86   1.99300    9.31    1.19   -99.00   -99.00   -99.00     2.07000e-16  2.24860e-17      665.500  3.84500e-17  1.72534e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  7.32000e-17  1.51380e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   101   1.41910    9.07    0.91   -99.00   -99.00   -99.00     1.16000e-16  2.67286e-17      371.000  4.51000e-17  2.39002e-17  6.04000e-17  1.51321e-17      327.000  7.49000e-18  1.44250e-17  1.04000e-17  2.13546e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   193   1.54280    8.42    0.50   -99.00   -99.00   -99.00     7.41000e-17  1.85262e-17      1960.00  2.09000e-17  1.48492e-17  3.04000e-17  1.72534e-17      408.000     -1.00000     -1.00000  3.04000e-17  1.26855e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par12   337   1.91380    8.27    0.25   -99.00   -99.00   -99.00     8.85000e-17  1.55563e-17      3620.00  3.18000e-17  1.31098e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.10000e-17  1.01823e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par13   8   0.50640   10.27    1.59   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  1.47000e-15  4.93561e-17      175.000  3.68000e-16  4.58205e-17     -1.00000     -1.00000  1.15000e-16  1.64049e-17  2.85000e-16  4.07294e-17       0      3.00000
Par13   16   0.38190    9.98    1.24   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.66000e-16  5.23000e-17      80.7000  7.67500e-17  1.10279e-16     -1.00000     -1.00000  3.33000e-17  1.17000e-17  8.25000e-17  2.91000e-17       0      3.00000
Par13   65   1.44050   10.85    1.77   -99.00   -99.00   -99.00         0.00000  3.94931e-17      0.00000  4.73000e-17  4.04465e-17  1.31000e-16  3.40825e-17      426.000  7.97000e-17  3.53553e-17      0.00000  4.96842e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   7   0.42620    9.92    0.98   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  8.41000e-16  8.42871e-17      77.2000  5.69000e-16  7.53776e-17     -1.00000     -1.00000      0.00000  7.53391e-17      0.00000  6.76612e-17       0      3.00000
Par14   11   0.43540    9.61    0.89   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.69000e-16  4.29921e-17      112.000  2.33000e-16  4.18607e-17     -1.00000     -1.00000  3.14000e-17  1.75362e-17  7.79000e-17  4.34164e-17       0      3.00000
Par14   12   1.13110   10.64    1.98   -99.00   -99.00   -99.00     7.67000e-17  2.60215e-17      17.5000      0.00000  3.06923e-17  2.67000e-16  3.69110e-17      79.5000  8.89000e-17  3.13955e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   30   1.39690   10.10    1.54   -99.00   -99.00   -99.00     1.47000e-16  6.59024e-17      132.000  4.75000e-17  8.34386e-17  2.37000e-16  5.03460e-17      290.000  5.65000e-17  4.21436e-17  7.98000e-17  5.10531e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   33   1.17550    9.96    1.55   -99.00   -99.00   -99.00     1.04000e-16  2.04355e-17      80.6000  3.46000e-17  1.59101e-17  2.51000e-16  2.58095e-17      244.500  4.66000e-17  2.03647e-17  1.18000e-16  5.46000e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   42   1.22090    8.74    0.76   -99.00   -99.00   -99.00     6.23500e-16  1.91784e-17      686.000  7.74000e-17  1.38969e-17  3.36500e-16  1.85262e-17      674.500  4.08500e-17  1.88090e-17  8.92000e-17  5.40231e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   44   0.88580   10.05    1.08   -99.00   -99.00   -99.00     6.89000e-17  2.29103e-17      86.6000  9.23000e-18  2.12132e-17  1.19000e-16  2.70115e-17      170.000  4.88000e-17  2.29103e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par14   83   1.44240    9.30    0.63   -99.00   -99.00   -99.00     4.88000e-17  2.61630e-17      134.000      0.00000  2.47611e-17  8.13000e-17  1.85262e-17      464.000  2.18000e-17  1.82434e-17  5.69000e-17  2.31931e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   9   0.36240    9.50    0.65   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.80000e-16  3.23855e-17      61.3000  7.86000e-17  2.39002e-17     -1.00000     -1.00000      0.00000  3.68058e-17      0.00000  3.14313e-17       0      3.00000
Par15   10   0.57640   10.00    1.58   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  2.27000e-16  1.56000e-17      55.9000  6.50000e-17  2.67619e-17     -1.00000     -1.00000      0.00000  4.53954e-17     -1.00000     -1.00000       0      3.00000
Par15   14   0.97460   10.47    1.97   -99.00   -99.00   -99.00     6.81000e-17  2.27688e-17      20.9000  1.85000e-17  2.14960e-17  4.51000e-16  3.87495e-17      162.000  6.94000e-17  2.98399e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   21   0.49570    9.15    0.51   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  4.42000e-16  2.27688e-17      214.000  1.10000e-16  2.07889e-17     -1.00000     -1.00000  2.94000e-17  1.15683e-17  7.30000e-17  2.87085e-17       0      3.00000
Par15   22   1.03690   10.40    1.99   -99.00   -99.00   -99.00     5.85000e-17  2.60215e-17      40.4000  5.51000e-17  2.53144e-17  2.26000e-16  4.03051e-17      160.000  1.18000e-16  3.79009e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   42   0.65630    9.26    0.40   -99.00   -99.00   -99.00     1.73000e-16  5.70000e-17      73.9000     -1.00000     -1.00000  1.19000e-16  2.39710e-17      75.5500  2.27500e-17  2.10012e-17     -1.00000     -1.00000  9.40500e-18  1.19784e-17  2.33500e-17  2.96985e-17       0      3.00000
Par15   48   1.03390    9.38    1.10   -99.00   -99.00   -99.00     1.89500e-16  2.41124e-17      153.500  1.10500e-16  2.36882e-17  1.76500e-16  3.35876e-17      166.000  3.40000e-18  3.56385e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   53   1.09860    9.55    1.20   -99.00   -99.00   -99.00     4.62000e-17  2.16375e-17      55.0000  1.09000e-17  2.06475e-17  1.62000e-16  3.71938e-17      337.000  5.71000e-17  3.28098e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   88   1.00025    8.96    0.74   -99.00   -99.00   -99.00     1.38000e-16  1.76777e-17      120.000      0.00000  2.37399e-17  1.03500e-16  2.16375e-17      202.000  5.27000e-17  2.10723e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   102   1.26160    9.11    0.79   -99.00   -99.00   -99.00     5.77000e-17  1.59806e-17      146.000  1.12000e-18  1.15966e-17  3.05000e-17  1.81019e-17      305.000  7.83500e-20  1.79605e-17  1.03000e-16  3.93151e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   143   0.81330    8.57    0.21   -99.00   -99.00   -99.00     1.03000e-16  2.31931e-17      351.000  7.74000e-18  2.10718e-17  7.83000e-17  2.58801e-17      709.000  3.62000e-17  2.30517e-17     -1.00000     -1.00000      0.00000  1.98185e-17     -1.00000     -1.00000       0      3.00000
Par15   154   1.54090    9.12    0.98   -99.00   -99.00   -99.00     9.14500e-17  2.18552e-17      306.000  6.48000e-18  1.93830e-17  9.09000e-17  2.68106e-17      421.000     -1.00000     -1.00000  5.86000e-17  1.44656e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   177   1.03880    8.58    0.49   -99.00   -99.00   -99.00     7.84000e-17  1.40431e-17      276.000  6.41000e-18  1.05500e-17  3.98000e-17  1.54149e-17      268.000  2.56000e-17  1.55563e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   186   1.70110    8.88    0.83   -99.00   -99.00   -99.00     9.53000e-17  1.66877e-17      1370.00  1.20000e-17  1.37603e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  5.38000e-17  1.04086e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par15   285   1.19960    8.37    0.08   -99.00   -99.00   -99.00     7.85000e-17  1.52735e-17      970.000  7.29000e-18  1.01399e-17  5.82000e-17  1.88090e-17      3230.00  1.40000e-17  1.75362e-17  4.14000e-17  5.57200e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   16   0.43570    9.61    0.95   -99.00   -99.00   -99.00        -1.00000     -1.00000     -1.00000     -1.00000     -1.00000  3.63000e-16  4.80833e-17      68.9000  1.50000e-16  4.51134e-17     -1.00000     -1.00000      0.00000  7.15002e-17      0.00000  6.47820e-17       0      3.00000
Par16   18   1.13110   10.67    2.06   -99.00   -99.00   -99.00     6.64000e-17  3.02642e-17      13.2000  3.42000e-17  2.74357e-17  3.13000e-16  4.52548e-17      92.2000  9.25000e-17  3.67696e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   19   1.00090   10.49    1.61   -99.00   -99.00   -99.00     1.09500e-16  4.41418e-17      45.0000  5.41000e-17  4.31051e-17  2.54000e-16  6.04670e-17      123.500  1.86750e-17  5.02097e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   36   1.17615    9.99    1.63   -99.00   -99.00   -99.00     9.18500e-17  2.21326e-17      61.5000  3.76000e-17  1.78191e-17  2.39500e-16  2.77894e-17      225.000  2.94000e-17  2.22740e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   58   1.40410    9.60    1.29   -99.00   -99.00   -99.00     1.55000e-16  4.83661e-17      238.000  1.22000e-17  4.55377e-17  9.88000e-17  3.16784e-17      248.000  2.64000e-17  2.74357e-17  3.30000e-17  3.62039e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   67   0.90350    9.27    0.70   -99.00   -99.00   -99.00     6.86000e-17  2.60215e-17      63.9000      0.00000  2.66226e-17  1.20000e-16  2.98399e-17      278.000  5.33000e-17  2.70115e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   96   1.43820    9.18    0.69   -99.00   -99.00   -99.00     9.74000e-17  3.11127e-17      310.000  1.74000e-17  2.39002e-17  6.15000e-17  1.73948e-17      188.000      0.00000  2.20259e-17  2.79000e-17  2.03647e-17     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par16   144   1.14140    8.30    0.25   -99.00   -99.00   -99.00     2.12000e-16  1.62635e-17      634.000  4.11000e-17  1.12289e-17  9.18000e-17  1.48492e-17      611.000      0.00000  2.02024e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
Par17   24   1.03100   10.68    2.21   -99.00   -99.00   -99.00     1.86000e-16  5.75585e-17      52.6000      0.00000  7.08805e-17  2.86000e-16  4.87904e-17      104.000  3.92000e-17  4.17193e-17     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000     -1.00000       0      3.00000
